target_tenor,target_tranche,shocked_node_tenor,shocked_node_detachment,base_price,price_up,price_down,corr_sensitivity
1.0,0-3,7.0,0.03,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,7.0,0.03,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,7.0,0.03,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,7.0,0.03,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,7.0,0.03,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,7.0,0.03,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,7.0,0.03,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,7.0,0.03,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,7.0,0.03,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,7.0,0.03,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,7.0,0.03,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,7.0,0.03,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,7.0,0.03,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,7.0,0.03,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,7.0,0.03,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,7.0,0.03,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,7.0,0.03,-0.13341571041612021,-0.1342975429601413,-0.13252348643775508,-0.08870282611931068
7.0,3-7,7.0,0.03,-0.22728161949106068,-0.22639978694703958,-0.2281738434694258,0.08870282611931068
7.0,7-10,7.0,0.03,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,7.0,0.03,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,7.0,0.03,-0.15905434766820226,-0.15905434766820228,-0.15905434766820228,0.0
10.0,3-7,7.0,0.03,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,7.0,0.03,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,7.0,0.03,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,7.0,0.07,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,7.0,0.07,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,7.0,0.07,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,7.0,0.07,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,7.0,0.07,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,7.0,0.07,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,7.0,0.07,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,7.0,0.07,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,7.0,0.07,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,7.0,0.07,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,7.0,0.07,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,7.0,0.07,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,7.0,0.07,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,7.0,0.07,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,7.0,0.07,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,7.0,0.07,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,7.0,0.07,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,7.0,0.07,-0.22728161949106068,-0.22838320199261675,-0.2261816918050614,-0.1100755093777675
7.0,7-10,7.0,0.07,-0.17944106196418458,-0.17833947946262851,-0.18054098965018386,0.1100755093777675
7.0,10-15,7.0,0.07,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,7.0,0.07,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,7.0,0.07,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,7.0,0.07,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,7.0,0.07,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,7.0,0.1,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,7.0,0.1,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,7.0,0.1,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,7.0,0.1,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,7.0,0.1,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,7.0,0.1,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,7.0,0.1,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,7.0,0.1,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,7.0,0.1,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,7.0,0.1,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,7.0,0.1,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,7.0,0.1,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,7.0,0.1,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,7.0,0.1,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,7.0,0.1,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,7.0,0.1,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,7.0,0.1,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,7.0,0.1,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,7.0,0.1,-0.17944106196418458,-0.18063564087923206,-0.17825677569090326,-0.11894325941644024
7.0,10-15,7.0,0.1,-0.3028202942828592,-0.30162571536781174,-0.30400458055614055,0.11894325941644024
10.0,0-3,7.0,0.1,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,7.0,0.1,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,7.0,0.1,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,7.0,0.1,-0.39961615583901094,-0.3996161558390109,-0.39961615583901094,2.7755575615628914e-15
1.0,0-3,7.0,0.15,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,7.0,0.15,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,7.0,0.15,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,7.0,0.15,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,7.0,0.15,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,7.0,0.15,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,7.0,0.15,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,7.0,0.15,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,7.0,0.15,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,7.0,0.15,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,7.0,0.15,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,7.0,0.15,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,7.0,0.15,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,7.0,0.15,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,7.0,0.15,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,7.0,0.15,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,7.0,0.15,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,7.0,0.15,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,7.0,0.15,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,7.0,0.15,-0.3028202942828592,-0.3040541606907511,-0.3016034879513677,-0.12253363696916875
10.0,0-3,7.0,0.15,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,7.0,0.15,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,7.0,0.15,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,7.0,0.15,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,10.0,0.03,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,10.0,0.03,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,10.0,0.03,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,10.0,0.03,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,10.0,0.03,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,10.0,0.03,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,10.0,0.03,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,10.0,0.03,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,10.0,0.03,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,10.0,0.03,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,10.0,0.03,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,10.0,0.03,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,10.0,0.03,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,10.0,0.03,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,10.0,0.03,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,10.0,0.03,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,10.0,0.03,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,10.0,0.03,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,10.0,0.03,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,10.0,0.03,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,10.0,0.03,-0.15905434766820226,-0.16049477804369314,-0.1575949101982238,-0.1449933922734667
10.0,3-7,10.0,0.03,-0.28987545490993655,-0.2884350245344457,-0.29133489237991494,0.14499339227346253
10.0,7-10,10.0,0.03,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,10.0,0.03,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,10.0,0.07,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,10.0,0.07,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,10.0,0.07,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,10.0,0.07,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,10.0,0.07,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,10.0,0.07,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,10.0,0.07,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,10.0,0.07,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,10.0,0.07,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,10.0,0.07,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,10.0,0.07,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,10.0,0.07,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,10.0,0.07,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,10.0,0.07,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,10.0,0.07,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,10.0,0.07,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,10.0,0.07,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,10.0,0.07,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,10.0,0.07,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,10.0,0.07,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,10.0,0.07,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,10.0,0.07,-0.28987545490993655,-0.291950470901108,-0.2878131095653673,-0.20686806678703318
10.0,7-10,10.0,0.07,-0.23594416190786532,-0.2338691459166939,-0.23800650725243455,0.20686806678703318
10.0,10-15,10.0,0.07,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,10.0,0.1,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,10.0,0.1,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,10.0,0.1,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,10.0,0.1,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,10.0,0.1,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,10.0,0.1,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,10.0,0.1,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,10.0,0.1,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,10.0,0.1,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,10.0,0.1,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,10.0,0.1,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,10.0,0.1,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,10.0,0.1,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,10.0,0.1,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,10.0,0.1,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,10.0,0.1,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,10.0,0.1,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,10.0,0.1,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,10.0,0.1,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,10.0,0.1,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,10.0,0.1,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,10.0,0.1,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,10.0,0.1,-0.23594416190786532,-0.2384143344803684,-0.2334967307259221,-0.2458801877223138
10.0,10-15,10.0,0.1,-0.39961615583901094,-0.39714598326650785,-0.4020635870209541,0.2458801877223138
1.0,0-3,10.0,0.15,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,10.0,0.15,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,10.0,0.15,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,10.0,0.15,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,10.0,0.15,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,10.0,0.15,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,10.0,0.15,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,10.0,0.15,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,10.0,0.15,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,10.0,0.15,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,10.0,0.15,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,10.0,0.15,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,10.0,0.15,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,10.0,0.15,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,10.0,0.15,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,10.0,0.15,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,10.0,0.15,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,10.0,0.15,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,10.0,0.15,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,10.0,0.15,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,10.0,0.15,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,10.0,0.15,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,10.0,0.15,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,10.0,0.15,-0.39961615583901094,-0.4023102549794418,-0.39696258963180264,-0.26738326738195706
