Date,Company,Recovery,Spread_5Y,Spread_7Y,Spread_10Y
2024-11-26,Kroger Co/The,100.0,40.51,60.48,75.91
2024-11-26,PNC Financial Se,100.0,56.38,73.43,86.11
2024-11-26,Procter & Gambl,100.0,25.55,36.19,47.88
2024-11-26,Sherwin-Williams,100.0,49.23,71.84,88.92
2024-11-26,Southern Co/The,100.0,41.7,61.78,78.93
2024-11-26,Walt Disney Co/T,100.0,37.48,52.17,62.62
2024-11-26,Williams Cos Inc,100.0,53.2,82.81,104.83
2024-11-26,Toll Brothers Inc,100.0,84.14,119.5,143.8
2024-11-26,TransCanada Pip,100.0,55.26,80.79,103.37
2024-11-26,Tyson Foods Inc,100.0,47.56,68.61,88.12
2024-11-26,Union Pacific Cor,100.0,26.38,38.54,51.9
2024-11-26,United Parcel Se,100.0,33.8,50.22,64.23
2024-11-26,UnitedHealth Gro,100.0,44.33,65.72,82.84
2024-11-26,Valero Energy Co,100.0,52.67,81.29,102.17
2024-11-26,Verizon Commun,100.0,61.07,80.94,99.38
2024-11-26,Walmart Inc,100.0,26.63,39.14,50.21
2024-11-26,Weyerhaeuser Co,100.0,34.61,48.27,64.23
2024-11-26,Simon Property,100.0,53.35,81.75,98.01
2024-12-01,Advanced Micro D,500.0,43.97,63.96,83.16
2024-12-01,Ally Financial Inc,500.0,152.69,196.98,227.14
2024-12-01,Altria Group Inc,100.0,41.79,61.33,75.79
2024-12-01,Amazon.com Inc,100.0,39.76,53.97,65.17
2024-12-01,American Electri,100.0,33.36,50.54,67.06
2024-12-01,American Expres,100.0,30.3,46.4,59.38
2024-12-01,American Interna,100.0,61.47,86.06,104.04
2024-12-01,Amgen Inc,100.0,35.01,51.08,69.97
2024-12-01,APA Corp,100.0,107.24,135.84,159.42
2024-12-01,Arrow Electronic,100.0,79.17,102.73,122.34
2024-12-01,AT&T Inc,100.0,63.27,85.36,100.29
2024-12-01,AutoZone Inc,100.0,35.62,51.7,69.25
2024-12-01,Avnet Inc,100.0,88.12,120.26,144.51
2024-12-01,Barrick Mining C,100.0,38.13,58.35,76.73
2024-12-01,Baxter Internatio,100.0,86.12,113.06,129.69
2024-12-01,Best Buy Co Inc,500.0,64.71,86.95,110.68
2024-12-01,Block Financial L,500.0,70.29,106.63,134.59
2024-12-01,BorgWarner Inc,100.0,55.64,78.76,98.06
2024-12-01,Boston Scientific,100.0,32.82,50.68,64.19
2024-12-01,Bristol-Myers Sq,100.0,36.99,52.79,67.78
2024-12-01,Broadcom Inc,100.0,38.51,57.33,70.61
2024-12-01,Canadian Natura,100.0,56.12,84.29,104.86
2024-12-01,Capital One Finan,100.0,77.79,103.85,128.05
2024-12-01,Cardinal Health I,100.0,43.79,65.73,78.23
2024-12-01,Caterpillar Inc,100.0,37.99,60.84,80.87
2024-12-01,Cisco Systems In,100.0,29.25,44.72,55.87
2024-12-01,Comcast Corp,100.0,58.36,73.81,92.51
2024-12-01,Conagra Brands,100.0,42.77,63.31,77.76
2024-12-01,ConocoPhillips,100.0,37.04,53.45,72.24
2024-12-01,Cox Communicat,100.0,67.74,88.24,106.74
2024-12-01,CSX Corp,100.0,27.48,44.69,55.84
2024-12-01,CVS Health Corp,100.0,50.85,76.4,96.53
2024-12-01,DR Horton Inc,100.0,56.85,77.97,95.3
2024-12-01,Danaher Corp,100.0,30.77,54.84,69.35
2024-12-01,Darden Restaura,100.0,34.28,50.8,69.35
2024-12-01,Deere & Co,100.0,72.44,103.5,124.69
2024-12-01,Dell Inc,100.0,72.44,103.5,124.69
2024-12-01,Delta Air Lines I,500.0,106.68,146.2,169.69
2024-12-01,Devon Energy Co,100.0,94.88,129.62,154.49
2024-12-01,Dominion Energy,100.0,41.21,60.11,73.71
2024-12-01,DXC Technology,500.0,162.69,209.93,236.19
2024-12-01,Eastman Chemica,100.0,96.74,127.3,146.36
2024-12-01,Enbridge Inc,100.0,61.56,89.34,110.62
2024-12-01,Energy Transfer,100.0,60.88,90.34,117.52
2024-12-01,Exelon Corp,100.0,34.07,49.92,66.59
2024-12-01,Expedia Group In,100.0,61.04,92.94,106.26
2024-12-01,FedEx Corp,100.0,54.12,75.53,93.55
2024-12-01,FirstEnergy Corp,100.0,47.1,71.71,89.02
2024-12-01,Ford Motor Co,500.0,163.98,207.28,227.08
2024-12-01,Freeport-McMoRa,100.0,78.1,108.86,132.5
2024-12-01,General Electric,100.0,31.39,50.89,72.87
2024-12-01,General Mills Inc,100.0,48.32,65.98,83.45
2024-12-01,General Motors C,500.0,106.63,152.14,169.7
2024-12-01,Halliburton Co,100.0,60.98,85.98,109.02
2024-12-01,HCA Inc,500.0,57.45,83.0,104.18
2024-12-01,Honeywell Intern,100.0,27.17,39.8,52.49
2024-12-01,Host Hotels & Re,100.0,80.94,117.51,142.1
2024-12-01,HP Inc,100.0,78.19,103.4,132.76
2024-12-01,Intel Corp,100.0,71.54,90.46,105.93
2024-12-01,International Bu,100.0,43.72,63.11,77.49
2024-12-01,International Pa,100.0,66.36,88.68,99.07
2024-12-01,Johnson & Johns,100.0,23.64,40.98,59.67
2024-12-01,Johnson Controls,100.0,37.79,60.35,76.97
2024-12-01,Kinder Morgan In,100.0,59.21,85.35,105.83
2024-12-01,Kraft Heinz Food,100.0,54.29,83.82,107.8
2024-12-01,Lennar Corp,500.0,79.66,115.48,135.31
2024-12-01,Lincoln National,100.0,120.07,151.32,172.67
2024-12-01,Lockheed Martin,100.0,25.88,40.77,54.32
2024-12-01,Lowe's Cos Inc,100.0,38.43,54.26,71.45
2024-12-01,Sekisui House US,100.0,65.56,88.69,117.53
2024-12-01,Marathon Petrole,500.0,62.99,92.0,116.52
2024-12-01,McDonald's Corp,100.0,26.85,39.11,51.94
2024-12-01,McKesson Corp,100.0,35.69,58.35,77.37
2024-12-01,MetLife Inc,100.0,67.95,93.67,111.49
2024-12-01,Mondelez Interna,100.0,44.36,63.66,78.21
2024-12-01,Motorola Solution,100.0,42.47,59.5,78.46
2024-12-01,National Rural U,100.0,23.57,41.71,54.13
2024-12-01,Netflix Inc,500.0,36.0,54.89,62.56
2024-12-01,Newmont Corp,100.0,38.36,58.35,79.95
2024-12-01,NextEra Energy C,100.0,63.04,94.1,114.55
2024-12-01,Norfolk Southern,100.0,22.89,37.89,55.34
2024-12-01,Northrop Grumm,100.0,25.72,38.41,49.99
2024-12-01,Occidental Petro,100.0,93.55,123.23,146.58
2024-12-01,Omnicom Group,100.0,51.46,67.5,85.48
2024-12-01,Oracle Corp,100.0,129.09,153.28,178.79
2024-12-01,Ovintiv Inc,100.0,102.8,145.08,172.21
2024-12-01,Packaging Corp o,100.0,37.01,53.25,71.69
2024-12-01,Paramount Globa,100.0,138.5,180.5,201.1
2024-12-01,Pfizer Inc,100.0,36.22,49.7,68.24
2024-12-01,Prudential Finan,100.0,67.05,90.0,108.25
2024-12-01,PulteGroup Inc,500.0,72.38,102.64,126.84
2024-12-01,Quest Diagnostic,100.0,32.43,52.46,70.49
2024-12-01,Radian Group Inc,500.0,98.22,125.02,148.14
2024-12-01,Royal Caribbean,500.0,83.11,119.71,141.04
2024-12-01,RTX Corp,100.0,37.96,54.45,67.47
2024-12-01,Ryder System In,100.0,65.55,93.5,120.24
2024-12-01,Sempra,100.0,36.14,55.02,71.83
2024-12-01,Southwest Airline,100.0,111.95,147.13,169.09
2024-12-01,T-Mobile USA Inc,500.0,50.5,69.33,86.41
2024-12-01,Target Corp,100.0,50.05,65.19,78.62
2024-12-01,Teck Resources,500.0,47.69,79.27,101.55
2024-12-01,AES Corp/The,500.0,109.51,149.8,170.02
2024-12-01,Allstate Corp/Th,100.0,29.96,41.42,51.17
2024-12-01,Boeing Co/The,100.0,72.44,90.98,104.91
2024-12-01,Campbell's Comp,100.0,56.12,84.29,104.86
2024-12-01,Dow Chemical Co,100.0,100.39,131.85,154.15
2024-12-01,Home Depot Inc/,100.0,30.39,45.09,60.29
2024-12-01,Kroger Co/The,100.0,40.25,60.1,75.46
2024-12-01,PNC Financial Se,100.0,54.78,72.76,86.03
2024-12-01,Procter & Gambl,100.0,25.22,35.25,46.34
2024-12-01,Sherwin-Williams,100.0,48.75,72.36,89.96
2024-12-01,Southern Co/The,100.0,41.68,61.51,78.56
2024-12-01,Walt Disney Co/T,100.0,37.69,51.55,62.71
2024-12-01,Williams Cos Inc,100.0,53.03,81.05,102.18
2024-12-01,Toll Brothers Inc,100.0,81.74,120.97,147.51
2024-12-01,TransCanada Pip,100.0,54.5,80.41,103.75
2024-12-01,Tyson Foods Inc,100.0,48.36,69.55,89.15
2024-12-01,Union Pacific Cor,100.0,25.23,39.33,54.03
2024-12-01,United Parcel Se,100.0,34.01,49.93,63.51
2024-12-01,UnitedHealth Gro,100.0,44.16,63.08,78.75
2024-12-01,Valero Energy Co,100.0,52.4,82.61,104.95
2024-12-01,Verizon Commun,100.0,61.07,79.14,98.7
2024-12-01,Walmart Inc,100.0,25.46,39.3,51.21
2024-12-01,Weyerhaeuser Co,100.0,32.89,49.28,67.37
2024-12-01,Simon Property,100.0,52.3,85.3,102.65
2024-12-02,Advanced Micro D,500.0,43.45,63.96,83.16
2024-12-02,Ally Financial Inc,500.0,147.25,196.98,227.14
2024-12-02,Altria Group Inc,100.0,41.79,61.33,75.79
2024-12-02,Amazon.com Inc,100.0,39.76,53.97,65.17
2024-12-02,American Electri,100.0,33.55,49.77,65.73
2024-12-02,American Expres,100.0,30.3,46.4,59.38
2024-12-02,American Interna,100.0,60.31,86.06,104.04
2024-12-02,Amgen Inc,100.0,34.47,52.85,70.97
2024-12-02,APA Corp,100.0,107.24,135.84,159.42
2024-12-02,Arrow Electronic,100.0,78.31,103.58,122.95
2024-12-02,AT&T Inc,100.0,63.27,85.36,100.29
2024-12-02,AutoZone Inc,100.0,35.02,50.0,66.76
2024-12-02,Avnet Inc,100.0,86.99,117.53,141.28
2024-12-02,Barrick Mining C,100.0,36.19,56.95,75.94
2024-12-02,Baxter Internatio,100.0,85.47,113.06,129.69
2024-12-02,Best Buy Co Inc,500.0,63.81,86.57,110.4
2024-12-02,Block Financial L,500.0,70.29,106.63,134.59
2024-12-02,BorgWarner Inc,100.0,55.64,78.76,98.06
2024-12-02,Boston Scientific,100.0,31.07,47.49,60.39
2024-12-02,Bristol-Myers Sq,100.0,36.08,52.59,68.21
2024-12-02,Broadcom Inc,100.0,38.51,57.33,70.61
2024-12-02,Canadian Natura,100.0,65.52,97.51,128.36
2024-12-02,Capital One Finan,100.0,77.79,103.85,128.05
2024-12-02,Cardinal Health I,100.0,33.64,52.45,68.17
2024-12-02,Caterpillar Inc,100.0,27.66,44.9,60.87
2024-12-02,Cisco Systems In,100.0,33.68,43.63,55.27
2024-12-02,Comcast Corp,100.0,58.36,73.81,92.51
2024-12-02,Conagra Brands,100.0,83.48,111.64,132.08
2024-12-02,ConocoPhillips,100.0,42.77,63.31,77.76
2024-12-02,Cox Communicat,100.0,62.6,78.55,97.98
2024-12-02,CSX Corp,100.0,21.44,35.21,49.18
2024-12-02,CVS Health Corp,100.0,53.1,76.46,96.53
2024-12-02,DR Horton Inc,100.0,53.96,77.97,95.3
2024-12-02,Danaher Corp,100.0,28.81,47.61,63.65
2024-12-02,Darden Restaura,100.0,49.95,74.9,92.04
2024-12-02,Deere & Co,100.0,34.28,50.8,69.35
2024-12-02,Dell Inc,100.0,72.44,103.5,124.69
2024-12-02,Delta Air Lines I,500.0,106.75,146.2,169.63
2024-12-02,Devon Energy Co,100.0,93.64,129.62,153.3
2024-12-02,Dominion Energy,100.0,41.21,60.11,73.71
2024-12-02,DXC Technology,500.0,161.78,206.91,231.68
2024-12-02,Eastman Chemica,100.0,95.34,124.96,144.86
2024-12-02,Enbridge Inc,100.0,61.01,89.34,110.62
2024-12-02,Energy Transfer,100.0,60.88,90.34,117.52
2024-12-02,Exelon Corp,100.0,34.07,49.92,66.59
2024-12-02,Expedia Group In,100.0,60.8,92.94,106.26
2024-12-02,FedEx Corp,100.0,54.12,75.53,93.55
2024-12-02,FirstEnergy Corp,100.0,47.1,71.71,89.02
2024-12-02,Ford Motor Co,500.0,161.9,207.28,227.08
2024-12-02,Freeport-McMoRa,100.0,78.1,108.86,132.5
2024-12-02,General Electric,100.0,29.73,49.56,70.8
2024-12-02,General Mills Inc,100.0,47.37,64.83,82.27
2024-12-02,General Motors C,500.0,106.46,151.54,172.67
2024-12-02,Halliburton Co,100.0,60.31,83.94,109.02
2024-12-02,HCA Inc,500.0,56.57,83.0,104.18
2024-12-02,Honeywell Intern,100.0,26.77,39.57,52.14
2024-12-02,Host Hotels & Re,100.0,81.68,117.51,142.1
2024-12-02,HP Inc,100.0,77.07,103.4,132.76
2024-12-02,Intel Corp,100.0,71.54,90.46,105.93
2024-12-02,International Bu,100.0,43.71,60.79,75.06
2024-12-02,International Pa,100.0,66.36,88.68,99.07
2024-12-02,Johnson & Johns,100.0,21.74,35.37,50.87
2024-12-02,Johnson Controls,100.0,37.46,54.72,68.44
2024-12-02,Kinder Morgan In,100.0,59.21,85.3,105.83
2024-12-02,Kraft Heinz Food,100.0,52.77,85.01,111.34
2024-12-02,Lennar Corp,500.0,79.39,114.78,135.31
2024-12-02,Lincoln National,100.0,118.83,154.99,179.1
2024-12-02,Lockheed Martin,100.0,25.19,37.0,48.68
2024-12-02,Lowe's Cos Inc,100.0,38.05,54.36,72.05
2024-12-02,Sekisui House US,100.0,65.56,88.69,117.53
2024-12-02,Marathon Petrole,500.0,61.05,92.0,116.52
2024-12-02,McDonald's Corp,100.0,26.97,38.43,51.15
2024-12-02,McKesson Corp,100.0,34.25,54.99,72.94
2024-12-02,MetLife Inc,100.0,66.86,93.67,111.49
2024-12-02,Mondelez Interna,100.0,44.36,63.66,78.21
2024-12-02,Motorola Solution,100.0,41.37,57.22,74.76
2024-12-02,National Rural U,100.0,23.7,42.25,54.99
2024-12-02,Netflix Inc,500.0,36.0,54.89,62.56
2024-12-02,Newmont Corp,100.0,38.36,58.35,79.95
2024-12-02,NextEra Energy C,100.0,63.04,94.1,114.55
2024-12-02,Norfolk Southern,100.0,22.49,35.61,51.49
2024-12-02,Northrop Grumm,100.0,25.72,38.41,49.99
2024-12-02,Occidental Petro,100.0,93.55,123.23,146.58
2024-12-02,Omnicom Group,100.0,51.37,66.69,83.1
2024-12-02,Oracle Corp,100.0,129.09,153.28,178.79
2024-12-02,Ovintiv Inc,100.0,102.8,145.08,172.21
2024-12-02,Packaging Corp o,100.0,36.94,49.24,64.67
2024-12-02,Paramount Globa,100.0,139.38,181.42,202.72
2024-12-02,Pfizer Inc,100.0,35.79,48.73,66.65
2024-12-02,Prudential Finan,100.0,66.76,90.0,108.25
2024-12-02,PulteGroup Inc,500.0,72.38,102.64,126.84
2024-12-02,Quest Diagnostic,100.0,30.76,45.35,60.02
2024-12-02,Radian Group Inc,500.0,93.22,125.02,148.14
2024-12-02,Royal Caribbean,500.0,84.68,121.86,143.34
2024-12-02,RTX Corp,100.0,37.96,54.45,67.47
2024-12-02,Ryder System In,100.0,63.86,93.5,120.24
2024-12-02,Sempra,100.0,36.14,55.02,71.83
2024-12-02,Southwest Airline,100.0,110.61,147.13,169.09
2024-12-02,T-Mobile USA Inc,500.0,49.32,68.38,87.29
2024-12-02,Target Corp,100.0,48.75,64.79,78.37
2024-12-03,Advanced Micro D,500.0,42.62,63.67,83.26
2024-12-03,Ally Financial Inc,500.0,145.84,190.92,218.73
2024-12-03,Altria Group Inc,100.0,41.09,60.36,74.68
2024-12-03,Amazon.com Inc,100.0,39.7,53.44,64.36
2024-12-03,American Electri,100.0,32.44,48.02,63.53
2024-12-03,American Expres,100.0,30.21,46.55,59.66
2024-12-03,American Interna,100.0,59.37,85.86,104.19
2024-12-03,Amgen Inc,100.0,34.48,52.23,70.68
2024-12-03,APA Corp,100.0,105.57,136.36,161.18
2024-12-03,Arrow Electronic,100.0,75.78,103.77,123.86
2024-12-03,AT&T Inc,100.0,62.63,84.76,99.88
2024-12-03,AutoZone Inc,100.0,35.25,50.01,66.55
2024-12-03,Avnet Inc,100.0,85.44,118.98,143.48
2024-12-03,Barrick Mining C,100.0,36.12,57.58,78.92
2024-12-03,Baxter Internatio,100.0,85.11,111.61,128.09
2024-12-03,Best Buy Co Inc,500.0,63.92,88.53,113.49
2024-12-03,Block Financial L,500.0,68.6,103.1,129.99
2024-12-03,BorgWarner Inc,100.0,55.61,80.69,100.85
2024-12-03,Boston Scientific,100.0,31.38,47.34,59.8
2024-12-03,Bristol-Myers Sq,100.0,35.56,51.54,66.8
2024-12-03,Broadcom Inc,100.0,38.29,56.52,69.48
2024-12-03,Canadian Natura,100.0,65.49,97.16,125.6
2024-12-03,Capital One Finan,100.0,76.4,101.55,125.23
2024-12-03,Cardinal Health I,100.0,33.29,53.86,70.55
2024-12-03,Caterpillar Inc,100.0,27.29,44.29,60.14
2024-12-03,Cisco Systems In,100.0,33.68,44.28,55.95
2024-12-03,Comcast Corp,100.0,58.3,79.0,101.66
2024-12-03,Conagra Brands,100.0,83.06,110.82,131.05
2024-12-03,ConocoPhillips,100.0,42.77,64.95,80.63
2024-12-03,Cox Communicat,100.0,62.75,80.5,100.58
2024-12-03,CSX Corp,100.0,21.06,34.3,47.86
2024-12-03,CVS Health Corp,100.0,52.09,78.03,99.44
2024-12-03,DR Horton Inc,100.0,53.48,77.07,95.09
2024-12-03,Danaher Corp,100.0,28.29,45.58,60.76
2024-12-03,Darden Restaura,100.0,49.83,71.33,89.73
2024-12-03,Deere & Co,100.0,34.75,50.18,67.88
2024-12-03,Dell Inc,100.0,70.94,102.0,123.25
2024-12-03,Delta Air Lines I,500.0,105.9,143.91,166.69
2024-12-03,Devon Energy Co,100.0,92.85,125.22,152.88
2024-12-03,Dominion Energy,100.0,40.56,59.57,73.24
2024-12-03,DXC Technology,500.0,155.53,207.4,232.21
2024-12-03,Eastman Chemica,100.0,95.97,124.71,144.31
2024-12-03,Enbridge Inc,100.0,60.68,87.51,108.01
2024-12-03,Energy Transfer,100.0,59.7,87.01,112.76
2024-12-03,Exelon Corp,100.0,33.39,48.61,64.81
2024-12-03,Expedia Group In,100.0,59.63,93.1,106.75
2024-12-03,FedEx Corp,100.0,52.86,77.14,96.95
2024-12-03,FirstEnergy Corp,100.0,46.55,71.36,88.79
2024-12-03,Ford Motor Co,500.0,161.45,202.94,222.06
2024-12-03,Freeport-McMoRa,100.0,78.05,107.13,129.77
2024-12-03,General Electric,100.0,30.49,50.89,73.38
2024-12-03,General Mills Inc,100.0,47.7,64.78,82.13
2024-12-03,General Motors C,500.0,106.13,148.87,170.48
2024-12-03,Halliburton Co,100.0,59.23,83.84,107.61
2024-12-03,HCA Inc,500.0,57.87,80.14,100.54
2024-12-03,Honeywell Intern,100.0,26.29,39.55,52.1
2024-12-03,Host Hotels & Re,100.0,79.61,116.56,141.44
2024-12-03,HP Inc,100.0,76.9,102.31,128.5
2024-12-03,Intel Corp,100.0,68.57,86.27,102.43
2024-12-03,International Bu,100.0,43.81,59.7,73.43
2024-12-03,International Pa,100.0,63.87,86.81,97.64
2024-12-03,Johnson & Johns,100.0,22.03,37.32,53.77
2024-12-03,Johnson Controls,100.0,36.68,55.06,69.44
2024-12-03,Kinder Morgan In,100.0,58.77,85.33,106.14
2024-12-03,Kraft Heinz Food,100.0,53.35,77.78,103.75
2024-12-03,Lennar Corp,500.0,79.17,112.24,127.03
2024-12-03,Lincoln National,100.0,116.05,146.27,167.28
2024-12-03,Lockheed Martin,100.0,24.8,35.95,47.05
2024-12-03,Lowe's Cos Inc,100.0,36.89,52.56,69.78
2024-12-03,Sekisui House US,100.0,65.33,90.77,121.27
2024-12-03,Marathon Petrole,500.0,60.17,91.35,115.5
2024-12-03,McDonald's Corp,100.0,26.71,37.45,50.03
2024-12-03,McKesson Corp,100.0,33.55,52.13,68.7
2024-12-03,MetLife Inc,100.0,67.09,92.78,110.2
2024-12-03,Mondelez Interna,100.0,44.47,64.09,80.97
2024-12-03,Motorola Solution,100.0,41.64,58.01,77.19
2024-12-03,National Rural U,100.0,23.51,42.23,54.97
2024-12-03,Netflix Inc,500.0,38.43,59.08,65.0
2024-12-03,Newmont Corp,100.0,37.95,59.44,82.13
2024-12-03,NextEra Energy C,100.0,62.17,93.81,114.59
2024-12-03,Norfolk Southern,100.0,22.1,34.94,50.62
2024-12-03,Northrop Grumm,100.0,25.73,40.14,52.63
2024-12-03,Occidental Petro,100.0,91.62,119.98,142.61
2024-12-03,Omnicom Group,100.0,47.99,66.42,84.58
2024-12-03,Oracle Corp,100.0,130.49,159.79,187.73
2024-12-03,Ovintiv Inc,100.0,101.12,142.46,169.23
2024-12-03,Packaging Corp o,100.0,36.25,48.58,64.16
2024-12-03,Paramount Globa,100.0,138.86,180.18,200.57
2024-12-03,Pfizer Inc,100.0,36.29,48.04,66.37
2024-12-03,Prudential Finan,100.0,65.6,90.33,109.23
2024-12-03,PulteGroup Inc,500.0,70.8,98.04,120.73
2024-12-03,Quest Diagnostic,100.0,30.95,45.4,59.87
2024-12-03,Radian Group Inc,500.0,93.1,122.64,144.35
2024-12-03,Royal Caribbean,500.0,86.94,123.49,144.75
2024-12-03,RTX Corp,100.0,37.0,53.4,66.38
2024-12-03,Ryder System In,100.0,62.58,90.21,115.37
2024-12-03,Sempra,100.0,35.53,55.23,72.56
2024-12-03,Southwest Airline,100.0,107.92,149.77,174.3
2024-12-03,T-Mobile USA Inc,500.0,47.8,66.57,85.48
2024-12-03,Target Corp,100.0,49.03,64.51,78.14
2024-12-03,Teck Resources,500.0,46.71,75.79,96.93
2024-12-03,AES Corp/The,500.0,108.35,149.65,170.39
2024-12-03,Allstate Corp/Th,100.0,28.6,42.6,53.92
2024-12-03,Boeing Co/The,100.0,70.62,88.61,103.2
2024-12-03,Campbell's Comp,100.0,55.44,80.89,100.51
2024-12-03,Dow Chemical Co,100.0,99.36,132.32,155.49
2024-12-03,Home Depot Inc/,100.0,29.68,44.38,59.55
2024-12-03,Kroger Co/The,100.0,39.06,57.7,73.13
2024-12-03,PNC Financial Se,100.0,53.65,72.32,83.32
2024-12-03,Procter & Gambl,100.0,24.02,34.65,46.22
2024-12-03,Sherwin-Williams,100.0,48.43,71.94,89.4
2024-12-03,Southern Co/The,100.0,41.43,61.24,78.28
2024-12-03,Walt Disney Co/T,100.0,37.96,50.02,62.1
2024-12-03,Williams Cos Inc,100.0,51.89,78.6,99.01
2024-12-03,Toll Brothers Inc,100.0,82.2,114.92,136.55
2024-12-03,TransCanada Pip,100.0,53.13,79.82,104.7
2024-12-03,Tyson Foods Inc,100.0,47.68,67.18,84.94
2024-12-03,Union Pacific Cor,100.0,23.76,36.53,50.34
2024-12-03,United Parcel Se,100.0,32.51,47.58,60.69
2024-12-03,UnitedHealth Gro,100.0,46.21,62.9,77.33
2024-12-03,Valero Energy Co,100.0,51.0,80.46,101.88
2024-12-03,Verizon Commun,100.0,61.07,78.11,97.43
2024-12-03,Walmart Inc,100.0,26.07,39.71,51.42
2024-12-03,Weyerhaeuser Co,100.0,32.15,45.59,61.65
2024-12-03,Simon Property,100.0,52.9,85.24,102.43
